POLICY_NUMBER,INSURANCE_TYPE,PREMIUM_AMOUNT,TENURE
PLC00008568,Motor,74.09,90
PLC00005062,Travel,58.85,31
PLC00001738,Motor,139.71,103
PLC00001699,Life,80.01,101
PLC00009299,Property,124.03,75
PLC00006098,Travel,73.57,26
PLC00003361,Travel,97.08,104
PLC00005994,Motor,126.63,35
PLC00005814,Mobile,9.51,29
PLC00009958,Life,69.39,19
PLC00002937,Property,151.51,25
PLC00003959,Life,73.4,18
PLC00003480,Health,122.47,58
PLC00004320,Health,131.31,101
PLC00008754,Travel,96.88,33
PLC00001728,Life,98.97,111
PLC00006730,Motor,101.27,31
PLC00000722,Mobile,10.6,42
PLC00001524,Property,126.87,93
PLC00009464,Health,118.33,73
PLC00003674,Health,193.07,98
PLC00009154,Life,79.46,26
PLC00005738,Property,102.37,84
PLC00003348,Mobile,9.3,34
PLC00007970,Health,195.97,88
PLC00000156,Motor,95.82,19
PLC00006560,Life,62.43,45
PLC00008996,Motor,117.55,74
PLC00003408,Property,106.87,15
PLC00009438,Travel,98.25,38
PLC00009653,Health,144.89,20
PLC00005120,Life,53.21,94
PLC00006710,Life,69.73,38
PLC00006769,Property,110.35,102
PLC00008314,Health,189.2,8
PLC00008251,Property,84.37,119
PLC00006297,Motor,118.59,22
PLC00001442,Health,134.49,100
PLC00002904,Travel,83.61,62
PLC00002870,Property,136.69,117
PLC00007071,Travel,62.53,65
PLC00004575,Life,92.89,102
PLC00007496,Life,86.28,17
PLC00004639,Mobile,8.45,115
PLC00001875,Health,196.94,22
PLC00002262,Health,168.54,61
PLC00006157,Life,98.01,75
PLC00004090,Motor,133.42,84
PLC00002033,Life,78.07,96
PLC00008510,Life,92.65,117
PLC00002689,Mobile,11.11,22
PLC00006570,Life,81.13,46
PLC00009619,Motor,135.75,79
PLC00008018,Motor,130.13,97
PLC00001806,Life,81.28,116
PLC00000196,Life,84.68,98
PLC00008580,Health,106.51,108
PLC00007115,Property,145.73,26
PLC00009574,Property,82.35,77
PLC00002338,Health,120.7,32
PLC00009595,Life,70.27,79
PLC00009116,Property,80.86,111
PLC00001871,Travel,86.37,86
PLC00001165,Life,88.01,10
PLC00005805,Property,153.99,10
PLC00003805,Mobile,11.04,20
PLC00002010,Motor,91.56,41
PLC00008203,Motor,92.14,22
PLC00007817,Travel,61.82,31
PLC00007958,Property,158.57,40
PLC00002085,Mobile,9.96,28
PLC00005941,Property,114.76,81
PLC00000578,Property,115.29,17
PLC00005418,Travel,62.85,34
PLC00005102,Motor,87.03,28
PLC00008898,Property,129.71,71
PLC00008905,Motor,71.32,79
PLC00006023,Health,108.98,47
PLC00009480,Motor,112.02,36
PLC00007740,Travel,86.29,108
PLC00005905,Motor,82.97,19
PLC00000755,Travel,59.22,49
PLC00009260,Health,107.91,8
PLC00002766,Mobile,9.94,93
PLC00004336,Mobile,8.38,55
PLC00006546,Property,153.02,9
PLC00001037,Life,60.18,112
PLC00009247,Motor,125.98,111
PLC00004350,Life,51.44,101
PLC00008523,Health,116.03,11
PLC00003958,Property,85.33,93
PLC00000500,Motor,129.38,80
PLC00001405,Health,135.76,19
PLC00003873,Mobile,7.62,95
PLC00006473,Travel,81.18,45
PLC00007738,Property,152.45,95
PLC00009695,Property,132.66,31
PLC00008172,Property,121.72,46
PLC00003309,Mobile,9.77,101
PLC00004140,Motor,116.64,8
PLC00009607,Life,54.53,73
PLC00004690,Property,130.01,88
PLC00005356,Property,112.5,47
PLC00006182,Health,102.1,50
PLC00009728,Travel,70.47,29
PLC00000291,Health,106.64,70
PLC00009456,Travel,79.61,21
PLC00000542,Health,110.45,64
PLC00008039,Motor,105.16,19
PLC00009510,Life,65.92,21
PLC00002632,Property,122.6,27
PLC00005097,Property,91.98,52
PLC00000926,Life,85.42,86
PLC00006463,Health,141.4,77
PLC00001695,Mobile,6.56,72
PLC00006293,Travel,99.89,113
PLC00003396,Health,112.46,71
PLC00005410,Property,135.58,53
PLC00002282,Property,80.88,14
PLC00004361,Travel,75.21,56
PLC00004459,Health,103.64,119
PLC00009581,Mobile,7.69,53
PLC00000329,Health,113.42,83
PLC00001408,Health,141.59,117
PLC00001395,Property,99.69,36
PLC00009628,Health,120.44,50
PLC00001926,Health,184.97,71
PLC00000859,Property,157.41,51
PLC00005361,Mobile,8.23,14
PLC00000216,Life,90.23,51
PLC00007828,Travel,89.12,24
PLC00008403,Health,168.41,44
PLC00006046,Health,155.98,69
PLC00009360,Life,85.66,18
PLC00004508,Mobile,6.79,68
PLC00009038,Health,148.66,11
PLC00000935,Property,159.98,119
PLC00002340,Travel,56.41,94
PLC00006199,Health,130.62,54
PLC00002122,Health,154.87,55
PLC00009986,Travel,85.19,15
PLC00009719,Motor,75.0,116
PLC00002456,Property,131.03,70
PLC00007804,Travel,88.17,84
PLC00005157,Motor,126.55,57
PLC00005228,Property,127.7,36
PLC00006373,Life,89.31,13
PLC00006003,Life,84.99,51
PLC00006287,Life,78.38,106
PLC00009140,Motor,134.71,100
PLC00005320,Mobile,8.29,15
PLC00001508,Motor,77.23,72
PLC00009143,Life,61.32,69
PLC00006590,Travel,54.99,39
PLC00004027,Mobile,11.47,36
PLC00002540,Motor,113.05,77
PLC00004173,Property,125.0,36
PLC00004887,Health,170.3,19
PLC00005089,Mobile,6.73,86
PLC00004038,Motor,118.4,69
PLC00002696,Mobile,11.52,22
PLC00005653,Motor,134.55,51
PLC00001387,Travel,55.37,76
PLC00003240,Motor,102.16,115
PLC00006897,Life,71.67,54
PLC00004077,Property,143.57,81
PLC00007388,Travel,77.16,114
PLC00003536,Life,95.16,36
PLC00008214,Motor,134.28,48
PLC00004878,Motor,114.51,96
PLC00006339,Travel,90.86,104
PLC00003090,Life,97.67,62
PLC00006246,Life,85.8,114
PLC00000017,Health,193.04,105
PLC00007618,Travel,79.84,92
PLC00000814,Travel,82.13,22
PLC00000913,Property,94.8,109
PLC00004222,Mobile,9.04,95
PLC00005269,Mobile,9.81,85
PLC00001499,Property,82.38,93
PLC00001462,Property,150.77,34
PLC00009740,Motor,103.2,62
PLC00000989,Property,151.67,19
PLC00000713,Mobile,7.37,52
PLC00000190,Mobile,11.18,6
PLC00004695,Travel,89.24,65
PLC00001733,Travel,58.23,23
PLC00009516,Motor,114.7,31
PLC00007630,Health,117.29,22
PLC00003369,Travel,85.21,103
PLC00005924,Motor,97.31,48
PLC00005415,Mobile,6.48,103
PLC00008334,Motor,105.85,105
PLC00000780,Property,145.63,98
PLC00000283,Motor,123.35,67
PLC00003212,Travel,58.21,78
PLC00009763,Mobile,9.51,75
PLC00000427,Health,115.95,103
PLC00009826,Property,134.51,94
PLC00000049,Property,119.36,57
PLC00004841,Mobile,11.36,106
PLC00000016,Property,152.8,53
PLC00001936,Property,141.54,39
PLC00005545,Life,94.2,95
PLC00004186,Property,159.99,93
PLC00001621,Health,142.83,44
PLC00003187,Mobile,10.15,43
PLC00006487,Health,105.71,10
PLC00008757,Life,51.32,66
PLC00005779,Property,150.53,13
PLC00007612,Property,81.84,95
PLC00007718,Motor,85.31,78
PLC00002792,Property,152.77,54
PLC00000709,Travel,75.78,75
PLC00009083,Health,172.33,119
PLC00000479,Motor,116.62,110
PLC00002779,Property,85.15,118
PLC00003374,Health,172.39,13
PLC00001398,Life,71.7,39
PLC00009846,Health,166.24,99
PLC00005802,Mobile,11.65,56
PLC00009001,Travel,78.09,61
PLC00005878,Life,51.9,62
PLC00005030,Property,80.22,95
PLC00002449,Health,113.34,50
PLC00003899,Mobile,11.1,69
PLC00008835,Health,148.6,34
PLC00002109,Motor,86.01,77
PLC00003384,Health,139.12,69
PLC00009937,Travel,84.45,16
PLC00006079,Travel,52.27,32
PLC00006957,Health,104.17,117
PLC00003926,Motor,120.8,83
PLC00006686,Health,117.53,107
PLC00006853,Property,102.92,81
PLC00005150,Motor,112.11,59
PLC00004467,Mobile,9.92,70
PLC00006237,Health,196.34,62
PLC00001166,Mobile,9.15,115
PLC00007735,Travel,63.99,108
PLC00003753,Mobile,11.02,52
PLC00005700,Mobile,10.61,46
PLC00004437,Travel,57.31,114
PLC00001032,Mobile,10.45,51
PLC00006230,Life,63.22,47
PLC00002665,Mobile,6.65,54
PLC00002894,Mobile,9.11,92
PLC00000372,Motor,77.71,92
PLC00002015,Health,132.57,45
PLC00006190,Life,97.1,73
PLC00004730,Life,91.77,50
PLC00001800,Travel,51.63,97
PLC00002380,Health,181.19,13
PLC00008802,Travel,85.57,118
PLC00000741,Health,163.67,9
PLC00000447,Motor,103.31,27
PLC00000173,Health,129.52,78
PLC00001307,Motor,97.96,9
PLC00005423,Health,114.2,103
PLC00001273,Travel,64.19,10
PLC00005506,Motor,95.04,104
PLC00004165,Motor,93.88,15
PLC00002818,Travel,67.7,27
PLC00009964,Travel,69.76,74
PLC00003823,Health,183.42,90
PLC00009722,Health,143.93,23
PLC00008181,Life,95.56,110
PLC00002404,Health,101.43,23
PLC00005628,Travel,90.68,115
PLC00001014,Property,113.25,26
PLC00004840,Motor,90.47,112
PLC00007640,Mobile,8.65,78
PLC00000393,Life,50.72,21
PLC00000795,Property,93.28,114
PLC00007636,Life,62.98,45
PLC00002760,Health,105.89,68
PLC00008816,Life,98.75,52
PLC00000579,Property,129.78,93
PLC00003254,Life,52.92,58
PLC00009051,Life,93.4,96
PLC00004054,Motor,77.67,73
PLC00009046,Mobile,11.33,93
PLC00007783,Health,194.84,90
PLC00001689,Health,162.25,101
PLC00005196,Travel,56.9,96
PLC00004683,Travel,85.71,70
PLC00009827,Travel,65.91,101
PLC00002762,Health,127.11,53
PLC00009614,Motor,78.71,88
PLC00004777,Health,172.63,29
PLC00002256,Travel,69.49,96
PLC00002983,Property,148.99,53
PLC00006645,Motor,137.79,74
PLC00001611,Motor,114.78,20
PLC00004443,Motor,118.53,77
PLC00001407,Mobile,11.77,73
PLC00006721,Property,107.82,44
PLC00006753,Motor,78.08,67
PLC00001438,Life,83.1,116
PLC00004453,Property,142.0,87
PLC00005330,Life,55.32,36
PLC00000629,Health,167.8,16
PLC00005902,Mobile,10.44,21
PLC00000289,Property,117.61,57
PLC00004601,Mobile,9.22,81
PLC00003467,Property,106.5,24
PLC00009853,Life,89.14,42
PLC00007107,Life,77.71,77
PLC00007381,Health,165.29,24
PLC00000097,Motor,78.22,13
PLC00004731,Motor,120.66,74
PLC00007166,Mobile,10.6,49
PLC00005875,Mobile,9.6,11
PLC00003900,Life,64.84,118
PLC00007101,Life,54.89,101
PLC00005009,Motor,73.41,31
PLC00006671,Motor,93.42,115
PLC00008719,Mobile,7.49,118
PLC00009203,Property,100.65,6
PLC00000123,Property,109.97,13
PLC00004997,Mobile,8.83,99
PLC00001117,Motor,126.68,113
PLC00000395,Motor,77.73,94
PLC00005795,Mobile,7.93,75
PLC00008853,Mobile,9.71,95
PLC00001299,Travel,66.61,37
PLC00006277,Travel,67.6,117
PLC00002302,Life,83.87,54
PLC00009818,Life,71.84,60
PLC00005665,Health,178.61,45
PLC00004577,Life,84.7,58
PLC00005857,Travel,60.74,118
PLC00007371,Health,100.88,80
PLC00006245,Property,88.6,31
PLC00004471,Property,131.75,117
PLC00005668,Property,132.77,93
PLC00001043,Property,95.04,37
PLC00004598,Life,90.05,101
PLC00003706,Mobile,10.81,11
PLC00008628,Motor,74.06,21
PLC00008047,Travel,82.5,70
PLC00005964,Health,108.58,57
PLC00008739,Health,177.78,108
PLC00000182,Travel,91.66,113
PLC00009609,Motor,95.47,62
PLC00005789,Property,101.99,50
PLC00009420,Mobile,8.55,40
PLC00003277,Travel,64.92,47
PLC00001141,Mobile,7.42,113
PLC00004116,Travel,70.12,70
PLC00002301,Life,99.91,6
PLC00007432,Life,56.07,62
PLC00002996,Motor,131.47,83
PLC00008236,Life,71.63,105
PLC00009996,Travel,85.62,109
PLC00004113,Life,85.25,80
PLC00003074,Mobile,7.91,119
PLC00001389,Travel,80.14,32
PLC00003086,Motor,109.55,16
PLC00006410,Life,98.13,8
PLC00002393,Health,127.88,81
PLC00004728,Motor,108.38,54
PLC00005428,Property,92.69,53
PLC00002893,Travel,58.28,111
PLC00007043,Life,57.7,57
PLC00009861,Health,164.37,49
PLC00005925,Travel,56.92,110
PLC00008865,Life,51.68,42
PLC00007642,Mobile,10.55,44
PLC00006331,Travel,53.81,99
PLC00009910,Life,62.89,28
PLC00009348,Travel,53.11,31
PLC00003601,Motor,127.23,76
PLC00004442,Mobile,6.32,91
PLC00000456,Mobile,10.48,31
PLC00003542,Motor,112.81,62
PLC00008777,Health,119.71,31
PLC00006526,Life,60.19,72
PLC00006595,Health,185.09,54
PLC00008038,Motor,82.86,43
PLC00004319,Life,96.75,40
PLC00000979,Mobile,6.12,117
PLC00006408,Motor,98.11,50
PLC00002987,Life,68.71,33
PLC00000855,Travel,88.01,82
PLC00004651,Motor,98.22,116
PLC00004127,Life,67.15,58
PLC00003652,Travel,91.66,109
PLC00002946,Health,172.71,28
PLC00003407,Travel,95.75,42
PLC00002215,Property,90.64,90
PLC00008841,Life,65.16,36
PLC00003683,Health,151.16,55
PLC00009886,Motor,105.16,82
PLC00008119,Health,103.98,109
PLC00008526,Travel,64.09,22
PLC00009329,Travel,54.75,106
PLC00002315,Mobile,11.55,13
PLC00005887,Travel,67.62,91
PLC00000694,Health,126.66,115
PLC00005237,Travel,74.64,115
PLC00006452,Mobile,9.85,60
PLC00005693,Life,80.62,102
PLC00007686,Travel,99.16,26
PLC00003664,Travel,93.35,88
PLC00000491,Life,92.68,64
PLC00003971,Travel,63.84,81
PLC00005181,Life,91.35,110
PLC00003059,Travel,93.74,31
PLC00000326,Travel,87.0,111
PLC00002528,Life,81.37,51
PLC00005026,Property,91.02,79
PLC00002829,Mobile,6.1,97
PLC00008102,Life,92.0,26
PLC00002258,Travel,81.39,117
PLC00005817,Travel,89.41,99
PLC00001070,Motor,122.43,105
PLC00004481,Life,66.79,80
PLC00006292,Health,112.88,25
PLC00009153,Travel,85.18,74
PLC00003371,Travel,77.42,13
PLC00006836,Mobile,11.36,90
PLC00003477,Travel,92.93,36
PLC00002518,Motor,135.28,86
PLC00002316,Mobile,9.18,74
PLC00005916,Mobile,6.41,46
PLC00007079,Property,105.1,71
PLC00004797,Mobile,9.52,28
PLC00004823,Life,93.78,109
PLC00002552,Motor,88.47,93
PLC00005256,Travel,75.48,110
PLC00008727,Travel,82.94,49
PLC00006096,Property,116.31,80
PLC00009162,Mobile,9.61,58
PLC00004130,Life,78.06,15
PLC00007067,Property,152.27,69
PLC00009947,Life,86.01,30
PLC00007122,Travel,92.91,37
PLC00002771,Motor,87.98,53
PLC00005387,Life,63.14,31
PLC00006655,Travel,64.03,50
PLC00006843,Travel,80.23,33
PLC00004086,Travel,87.21,43
PLC00000643,Property,113.24,77
PLC00005510,Mobile,10.1,40
PLC00001522,Property,146.88,45
PLC00009252,Mobile,8.67,90
PLC00002626,Property,117.59,22
PLC00007406,Property,151.55,93
PLC00006138,Travel,53.67,10
PLC00004984,Life,89.73,21
PLC00006582,Mobile,8.2,6
PLC00007374,Property,81.73,9
PLC00001067,Life,66.23,24
PLC00001420,Mobile,7.46,106
PLC00003669,Motor,71.36,92
PLC00006412,Health,108.9,24
PLC00008781,Travel,57.11,102
PLC00002007,Health,131.19,104
PLC00006938,Life,89.49,63
PLC00006516,Motor,136.91,32
PLC00004056,Health,113.36,9
PLC00008958,Travel,85.4,21
PLC00005536,Motor,97.78,110
PLC00006793,Health,141.61,44
PLC00008405,Life,65.88,116
PLC00003962,Property,102.12,21
PLC00006733,Life,74.64,60
PLC00002360,Travel,77.01,79
PLC00007753,Travel,84.63,29
PLC00000621,Travel,79.67,30
PLC00001232,Property,132.99,34
PLC00006496,Travel,83.12,33
PLC00009776,Life,73.5,53
PLC00002561,Life,70.46,98
PLC00003183,Property,108.34,21
PLC00001640,Travel,79.38,109
PLC00009478,Mobile,10.4,43
PLC00000342,Travel,98.21,87
PLC00006201,Motor,112.94,116
PLC00000350,Life,86.7,101
PLC00004982,Health,147.07,21
PLC00005048,Mobile,10.42,80
PLC00005667,Motor,134.69,60
PLC00007552,Motor,94.94,12
PLC00000006,Motor,78.93,69
PLC00000943,Health,119.25,87
PLC00002155,Motor,122.95,86
PLC00003728,Property,155.86,110
PLC00009281,Life,96.12,118
PLC00009716,Health,142.87,72
PLC00003675,Life,91.81,72
PLC00006159,Health,173.23,37
PLC00009459,Mobile,9.01,81
PLC00007730,Travel,91.05,65
PLC00007525,Health,176.17,76
PLC00004881,Health,140.61,46
PLC00006648,Mobile,6.35,118
PLC00004572,Motor,121.26,93
PLC00003147,Travel,59.61,42
PLC00008979,Motor,86.06,109
PLC00007780,Mobile,11.02,44
PLC00006218,Property,155.61,24
PLC00003136,Mobile,11.07,10
PLC00006543,Travel,96.33,116
PLC00008972,Motor,73.49,118
PLC00005140,Life,64.16,44
PLC00009378,Mobile,8.24,92
PLC00002484,Motor,112.71,38
PLC00004458,Travel,53.07,102
PLC00009005,Mobile,8.15,19
PLC00009920,Health,139.9,26
PLC00008944,Motor,139.59,19
PLC00008421,Motor,111.7,74
PLC00006913,Motor,112.6,46
PLC00003828,Property,140.96,8
PLC00004865,Health,101.59,42
PLC00009465,Mobile,10.73,45
PLC00004450,Motor,130.89,119
PLC00003441,Health,120.55,45
PLC00008125,Motor,109.92,99
PLC00008658,Property,97.37,18
PLC00000089,Motor,87.4,91
PLC00007690,Mobile,8.96,34
PLC00006601,Mobile,8.89,9
PLC00008123,Life,56.95,118
PLC00004700,Mobile,6.7,58
PLC00003553,Life,75.79,27
PLC00006670,Motor,125.53,6
PLC00005017,Health,173.54,41
PLC00005467,Motor,116.34,61
PLC00001336,Motor,111.3,28
PLC00006872,Life,91.22,54
PLC00002879,Property,97.93,53
PLC00000829,Health,119.7,59
PLC00006534,Health,156.04,35
PLC00000281,Mobile,9.06,32
PLC00002723,Mobile,8.92,71
PLC00005274,Mobile,10.96,41
PLC00007152,Motor,89.51,102
PLC00005276,Mobile,7.74,59
PLC00009984,Life,97.9,81
PLC00000559,Mobile,6.89,51
PLC00002984,Travel,80.38,69
PLC00000674,Mobile,11.31,53
PLC00003365,Motor,108.2,61
PLC00008026,Travel,50.09,57
PLC00006784,Mobile,6.42,52
PLC00003446,Travel,77.15,33
PLC00000088,Life,82.64,72
PLC00007095,Life,94.72,84
PLC00003298,Property,145.22,117
PLC00009351,Mobile,9.97,37
PLC00000762,Property,82.73,108
PLC00005829,Motor,135.01,110
PLC00009778,Property,106.07,37
PLC00008753,Motor,127.47,27
PLC00003972,Travel,74.95,64
PLC00003376,Motor,121.51,92
PLC00007788,Mobile,6.35,14
PLC00004447,Mobile,6.9,17
PLC00003963,Health,113.61,60
PLC00007706,Motor,79.36,108
PLC00007946,Life,55.53,34
PLC00004663,Health,158.11,41
PLC00005175,Property,94.46,66
PLC00004834,Life,87.97,33
PLC00002794,Life,71.96,68
PLC00002985,Mobile,10.72,23
PLC00002373,Property,130.27,26
PLC00009867,Motor,100.89,74
PLC00000157,Property,147.42,50
PLC00000241,Travel,98.49,96
PLC00009039,Travel,74.36,40
PLC00002541,Property,141.91,50
PLC00009173,Travel,55.84,88
PLC00003917,Property,81.72,71
PLC00005234,Motor,137.91,92
PLC00004047,Property,152.94,68
PLC00001931,Travel,80.46,97
PLC00007757,Property,109.97,25
PLC00002086,Motor,127.87,72
PLC00001559,Property,105.82,63
PLC00006576,Health,115.81,37
PLC00007588,Mobile,10.67,104
PLC00000609,Health,129.29,52
PLC00008113,Health,137.55,87
PLC00007416,Mobile,11.81,60
PLC00006064,Property,150.5,67
PLC00005708,Travel,88.0,48
PLC00002342,Mobile,10.22,107
PLC00005951,Travel,82.11,111
PLC00005490,Life,74.66,79
PLC00003619,Motor,106.17,30
PLC00009541,Life,75.11,42
PLC00005886,Health,170.21,119
PLC00004026,Health,131.01,8
PLC00001850,Property,124.57,24
PLC00002715,Property,105.58,16
PLC00002675,Motor,90.07,22
PLC00008961,Travel,99.66,24
PLC00005322,Property,146.07,74
PLC00004488,Property,104.52,85
PLC00004885,Life,67.05,71
PLC00009412,Property,82.85,55
PLC00006376,Property,105.47,70
PLC00008292,Motor,107.72,27
PLC00008261,Property,149.71,84
PLC00006757,Travel,57.72,35
PLC00004012,Health,151.57,102
PLC00001899,Mobile,8.86,33
PLC00000402,Travel,62.25,116
PLC00008747,Life,93.49,18
PLC00001161,Life,69.35,43
PLC00003481,Property,81.97,32
PLC00000084,Mobile,11.72,101
PLC00000971,Property,98.7,41
PLC00008030,Travel,91.09,102
PLC00002333,Property,157.62,10
PLC00003499,Life,66.73,100
PLC00003301,Life,92.89,34
PLC00007462,Motor,92.74,87
PLC00007535,Property,105.7,48
PLC00003760,Motor,111.37,15
PLC00007184,Mobile,11.63,69
PLC00008586,Health,193.2,27
PLC00006002,Mobile,10.26,24
PLC00001843,Mobile,8.82,85
PLC00001412,Life,71.74,23
PLC00002988,Property,137.47,56
PLC00009824,Life,96.89,109
PLC00002397,Travel,98.83,117
PLC00008821,Health,116.27,119
PLC00003037,Mobile,7.79,43
PLC00007889,Motor,90.83,111
PLC00009482,Motor,91.89,118
PLC00000539,Health,109.65,94
PLC00005381,Life,52.04,7
PLC00004995,Life,62.35,23
PLC00002939,Health,140.83,16
PLC00004435,Property,129.05,93
PLC00001589,Mobile,11.95,13
PLC00002285,Property,136.67,116
PLC00006697,Property,84.54,118
PLC00005087,Life,76.92,46
PLC00005214,Travel,52.05,110
PLC00006183,Property,105.2,46
PLC00007777,Mobile,6.22,79
PLC00000983,Life,78.24,45
PLC00004317,Travel,54.62,8
PLC00002664,Health,101.85,46
PLC00003036,Travel,59.33,51
PLC00008962,Health,135.82,9
PLC00002509,Health,190.93,12
PLC00002138,Life,98.75,27
PLC00004533,Property,82.87,119
PLC00003135,Mobile,7.85,41
PLC00006726,Health,117.19,66
PLC00002768,Mobile,11.38,108
PLC00009732,Life,66.54,101
PLC00005250,Motor,109.4,111
PLC00005583,Health,194.87,13
PLC00004501,Motor,74.46,38
PLC00003682,Life,89.08,56
PLC00000012,Life,70.53,71
PLC00005472,Property,108.55,73
PLC00000174,Health,162.66,115
PLC00008346,Health,145.92,41
PLC00005447,Motor,104.64,23
PLC00008337,Health,100.1,12
PLC00005459,Life,87.13,67
PLC00001558,Mobile,10.39,12
PLC00001241,Health,150.13,73
PLC00000625,Mobile,9.0,85
PLC00008889,Travel,84.58,108
PLC00009709,Life,57.7,43
PLC00000513,Property,159.12,31
PLC00007705,Travel,79.1,109
PLC00001566,Travel,51.05,112
PLC00008379,Motor,121.95,84
PLC00000439,Motor,79.85,91
PLC00004223,Property,121.18,8
PLC00005815,Property,117.59,38
PLC00001955,Life,77.56,84
PLC00000635,Motor,87.66,71
PLC00001941,Health,109.46,25
PLC00000247,Health,140.89,89
PLC00009995,Life,84.32,105
PLC00002247,Mobile,11.93,87
PLC00006735,Health,168.88,110
PLC00004747,Life,70.82,23
PLC00004845,Property,156.39,68
PLC00001602,Motor,117.0,31
PLC00009744,Mobile,8.59,72
PLC00001675,Motor,120.39,119
PLC00007264,Property,111.07,115
PLC00002834,Mobile,6.89,63
PLC00009930,Health,157.27,37
PLC00005123,Motor,78.1,18
PLC00005903,Travel,76.75,95
PLC00002058,Health,112.56,44
PLC00005152,Motor,116.28,18
PLC00008711,Motor,105.54,75
PLC00000047,Motor,75.84,50
PLC00001818,Mobile,7.33,43
PLC00002901,Property,104.21,16
PLC00000689,Travel,81.67,103
PLC00006482,Travel,68.96,82
PLC00006859,Health,193.38,98
PLC00007866,Health,148.07,102
PLC00009577,Motor,109.8,64
PLC00005709,Travel,66.53,81
PLC00005573,Property,148.28,70
PLC00003274,Health,119.4,85
PLC00000273,Travel,85.43,75
PLC00007109,Motor,123.56,67
PLC00003255,Motor,84.24,54
PLC00008177,Motor,122.06,15
PLC00007876,Travel,60.72,74
PLC00002123,Mobile,8.13,93
PLC00009165,Mobile,9.72,93
PLC00008602,Motor,70.93,14
PLC00005605,Travel,96.6,25
PLC00006028,Life,51.91,80
PLC00006338,Life,82.06,14
PLC00009285,Mobile,8.98,95
PLC00000038,Mobile,10.81,59
PLC00002388,Life,62.62,112
PLC00005742,Travel,50.33,47
PLC00005877,Motor,83.05,24
PLC00003497,Mobile,6.49,80
PLC00007191,Travel,71.68,65
PLC00004789,Travel,66.11,101
PLC00008577,Life,50.19,44
PLC00001741,Motor,80.73,9
PLC00000644,Property,119.12,92
PLC00008090,Property,116.46,108
PLC00004667,Property,96.7,55
PLC00002216,Health,178.15,96
PLC00009720,Life,91.25,40
PLC00002191,Property,153.37,119
PLC00000417,Life,53.11,36
PLC00008437,Life,84.62,14
PLC00007495,Travel,93.8,41
PLC00009369,Life,87.16,54
PLC00006578,Motor,132.3,73
PLC00003715,Health,126.27,58
PLC00005177,Mobile,9.01,103
PLC00003214,Travel,60.06,87
PLC00007699,Property,154.53,73
PLC00005909,Mobile,8.27,102
PLC00000604,Travel,72.75,87
PLC00003337,Life,75.62,38
PLC00006282,Property,154.69,61
PLC00002117,Mobile,6.98,60
PLC00005577,Motor,124.98,84
PLC00003927,Travel,71.15,111
PLC00003454,Health,184.93,115
PLC00009579,Mobile,7.48,58
PLC00009377,Health,113.7,107
PLC00002483,Travel,84.93,94
PLC00003039,Travel,89.63,111
PLC00004164,Life,89.33,32
